lemma,pos,lang,text
bonjour,X,iu,ᐊᐃ
bonjour,X,iu,ᐅᓪᓛᒃᑯᑦ
bonjour,X,iu,ᐅᓐᓄᒃᓴᒃᑯᑦ
bonjour,X,is,góðan daginn
bonjour,X,is,góðan dag
bonjour,X,it,buongiorno
bonjour,X,it,buonasalve
bonjour,X,it,buonaciao
bonjour,X,ja,こんにちは
bonjour,X,ja,おはよう
bonjour,X,ja,おはようございます
bonjour,X,ja,こんばんは
bonjour,X,chn,klahowya
bonjour,X,lad,buenos dias
bonjour,X,lad,buenos diyas
bonjour,X,kab,ⴰⵣⵓⵍ
bonjour,X,kl,aluu
bonjour,X,kk,қайырлы таң
bonjour,X,kk,қайырлы күн
bonjour,X,kk,ассалаумағалейкүм
bonjour,X,kk,сәлеметсіз бе
bonjour,X,kk,сәлембердік
bonjour,X,km,ជំរាបសួរ
bonjour,X,kzg,早さやー
bonjour,X,kzg,へーさやー
bonjour,X,kzg,拝みんせーら
bonjour,X,kzg,うがみんせーら
bonjour,X,kzg,拝みんしょーら
bonjour,X,kzg,うがみんしょーら
bonjour,X,kg,mboté
bonjour,X,kg,ébwè
bonjour,X,ki,winwaker
bonjour,X,ki,we mwega rũciinĩ
bonjour,X,ki,kĩroko
bonjour,X,ki,we mwega umũthĩ
bonjour,X,rw,mwaramutse
bonjour,X,rw,mwiriwe
bonjour,X,avk,xelo
bonjour,X,avk,va kiava
bonjour,X,ku,rojbaş
bonjour,X,ltg,loba dīna
bonjour,X,la,bonum diem
bonjour,X,lv,labdien
bonjour,X,ln,mbɔ́tɛ
bonjour,X,ln,losáko
bonjour,X,ln,óbimí
bonjour,X,lt,laba diena
bonjour,X,lua,moyo
bonjour,X,lup,oua roumboure
bonjour,X,lb,moien
bonjour,X,mg,salama
bonjour,X,mg,manao ahoana
bonjour,X,mg,koriaby
bonjour,X,mg,mbola tsara
bonjour,X,mlq,tanamasi
bonjour,X,mt,bonġu
bonjour,X,crg,boon zhoor
bonjour,X,crg,taanishi
bonjour,X,moh,shé:kon
bonjour,X,moh,skennen'kó:wa
bonjour,X,mn,сайн байна уу
bonjour,X,mn,өглөөний мэнд
bonjour,X,mye,mbolo
bonjour,X,na’vi,kaltxì
bonjour,X,nl,goedendag
bonjour,X,nl,goeiedag
bonjour,X,nl,dag
bonjour,X,nl,goedemorgen
bonjour,X,nl,goedemiddag
bonjour,X,nl,goedenavond
bonjour,X,yrk,торово
bonjour,X,normand,boujouo
bonjour,X,normand,boujou
bonjour,X,no,god dag
bonjour,X,ngh,ǃhonkia
bonjour,X,oc,bon jorn
bonjour,X,oc,adieu
bonjour,X,oc,bonjorn
bonjour,X,okn,うがみやぶら
bonjour,X,okn,をぅがみやぶら
bonjour,X,okn,拝みゃーぶら
bonjour,X,okn,をぅがみゃーぶら
bonjour,X,okn,拝みやぶらー
bonjour,X,okn,うがみやぶらー
bonjour,X,umb,walale
bonjour,X,umb,wosala
bonjour,X,fa,سلام
bonjour,X,ff,on belike e dian
bonjour,X,pl,cześć
bonjour,X,pl,dzień dobry
bonjour,X,pt,bom dia
bonjour,X,pt,boa tarde
bonjour,X,ro,bună ziua
bonjour,X,ro,bonjur
bonjour,X,ro,bună dimineața
bonjour,X,ru,добрый день
bonjour,X,ru,доброе утро
bonjour,X,ru,здравствуй
bonjour,X,ru,здравствуйте
bonjour,X,ru,здрасьте
bonjour,X,se,buorre iđit
bonjour,X,se,buorre beaivi
bonjour,X,sm,talofa
bonjour,X,sg,balaô
bonjour,X,sh,dobar dan
bonjour,X,swb,jeje
bonjour,X,swb,bariza
bonjour,X,zdj,barza
bonjour,X,zdj,salam
bonjour,X,sn,mangwanani
bonjour,X,sk,dobrý deň
bonjour,X,sk,ahoj
bonjour,X,sk,dobré ráno
bonjour,X,solrésol,simi
bonjour,X,st,dumela
bonjour,X,su,wilujeng sumping
bonjour,X,su,salamet dongkap
bonjour,X,sus,tanàmoufègnê
bonjour,X,sv,god dag
bonjour,X,sv,hallå
bonjour,X,sv,hej
bonjour,X,sw,subalkheri
bonjour,X,ty,ia orana
bonjour,X,tzm,tifawin
bonjour,X,ta,வணக்கம்
bonjour,X,cs,dobrý den
bonjour,X,cs,ahoj
bonjour,X,cs,dobré ráno
bonjour,X,cs,dobré jítro
bonjour,X,cs,dobré odpoledne
bonjour,X,th,สวัสดี
bonjour,X,bo,བཀྲ་ཤིས་བདེ་ལེགས
bonjour,X,tkn,今日がめーら
bonjour,X,tkn,きゅーがめーら
bonjour,X,to,malo aleile
bonjour,X,tsolyáni,ngángmuru
bonjour,X,tsolyáni,ngángmuru brujutlé
bonjour,X,tsolyáni,áing
bonjour,X,tsolyáni,ohé
bonjour,X,tpw,enecoéma
bonjour,X,tr,günaydın
bonjour,X,tr,tünaydın
bonjour,X,uk,доброго ранку
bonjour,X,uk,добрий день
bonjour,X,uum,саба хайыр
bonjour,X,uum,ахшам хайыр
bonjour,X,vi,xin chào
bonjour,X,vi,chào
bonjour,X,wls,malo
bonjour,X,wo,ba djamarek
bonjour,X,wo,salamou alékoum
bonjour,X,xh,molo
bonjour,X,xh,molweni
bonjour,X,yoi,今日拝む
bonjour,X,yoi,すーうがむ
bonjour,X,yoi,すーうんがむ
bonjour,X,yoi,すーうか゚む
bonjour,X,yo,ayọ
bonjour,X,zu,sanibonani
bonjour,X,zu,sawubona
bonjour,X,en,hi
bonjour,X,en,hello
bonjour,X,bm,ani soroma
bonjour,X,zh,你好
bonjour,X,crk,ᐊᑕᒥᐢᑳᑐᐃᐧᐣ
bonjour,X,crk,ᑖᓂᓯ
bonjour,X,crk,ᑕᓂᓯ
bonjour,X,eo,bonan tageron
bonjour,X,et,tere
bonjour,X,he,הַי
bonjour,X,kzg,拝みんせーら
bonjour,X,kzg,うがみんせーら
bonjour,X,kzg,拝みんしょーら
bonjour,X,kzg,うがみんしょーら
bonjour,X,avk,xelo
bonjour,X,okn,うがみやぶら
bonjour,X,okn,をぅがみやぶら
bonjour,X,okn,拝みゃーぶら
bonjour,X,okn,をぅがみゃーぶら
bonjour,X,okn,拝みやぶらー
bonjour,X,okn,うがみやぶらー
bonjour,X,sg,balaô
bonjour,X,solrésol,simi
bonjour,X,tkn,今日がめーら
bonjour,X,tkn,きゅーがめーら
bonjour,X,uk,привіт
bonjour,X,wa,bondjoû
bonjour,X,yoi,今日拝む
bonjour,X,yoi,すーうがむ
bonjour,X,yoi,すーうんがむ
bonjour,X,yoi,すーうか゚む
bonsoir,X,sq,Mirëmbrëma
bonsoir,X,de,guten Abend
bonsoir,X,en,good evening
bonsoir,X,en,good night
bonsoir,X,ar,ﻤﺴﺎﺀ ﺍﻟﺧﻴﺮ
bonsoir,X,ar,مساء الخير
bonsoir,X,hy,բարի երեկո
bonsoir,X,hy,բարի գիշեր
bonsoir,X,bg,добър вечер
bonsoir,X,ca,bon vespre
bonsoir,X,ca,bona nit
bonsoir,X,champenois,ervôe
bonsoir,X,zh,晚上好
bonsoir,X,ko,좋은 저녁
bonsoir,X,gcf,bonswa
bonsoir,X,ht,bonswa
bonsoir,X,lou,bonswa
bonsoir,X,lou,bonswar
bonsoir,X,gcf-mq,bonswar
bonsoir,X,mfe,bonswar
bonsoir,X,dyu,Ani sou
bonsoir,X,es,buenas tardes
bonsoir,X,es,buenas noches
bonsoir,X,eo,bonan vesperon
bonsoir,X,fi,hyvää iltaa
bonsoir,X,fi,iltaa
bonsoir,X,fon,mì kùdo gbàda
bonsoir,X,gallo-italique de sicile,banasara
bonsoir,X,el,καλησπέρα
bonsoir,X,he,ערב טוב
bonsoir,X,hi,नमस्ते
bonsoir,X,hi,नमस्कार
bonsoir,X,hu,jó estét
bonsoir,X,io,bona vespero
bonsoir,X,iu,ᐅᓐᓄᒃᑯᑦ
bonsoir,X,is,gott kvöld
bonsoir,X,it,buonasera
bonsoir,X,ja,今晩は
bonsoir,X,lad,buenas tadres
bonsoir,X,kk,кеш жарық
bonsoir,X,kk,қайырлы кеш
bonsoir,X,km,សាយណ្ហសួស្តី
bonsoir,X,kzg,拝みんしょーら
bonsoir,X,kzg,うがみんしょーら
bonsoir,X,ki,we mwega hwaĩinĩ
bonsoir,X,avk,va kiavasiel
bonsoir,X,ln,butu elamu
bonsoir,X,lb,gudden Owend
bonsoir,X,mg,manao ahoana
bonsoir,X,mt,bonswa
bonsoir,X,mn,оройн мэнд
bonsoir,X,nl,goedenavond
bonsoir,X,nl,goeienavond
bonsoir,X,normand,bouonsei
bonsoir,X,normand,bounsei
bonsoir,X,oc,bonser
bonsoir,X,oc,bon ser
bonsoir,X,ff,jam hiiri
bonsoir,X,pl,dobry wieczór
bonsoir,X,pt,boa noite
bonsoir,X,ro,buna seara
bonsoir,X,ru,добрый вечер
bonsoir,X,se,buorre eahket
bonsoir,X,sg,balaô
bonsoir,X,solrésol,misi
bonsoir,X,sw,masalkheri
bonsoir,X,cs,dobrý večer
bonsoir,X,th,สวัสดี
bonsoir,X,th,สายัณห์สวัสดิ์
bonsoir,X,uk,добрий вечір
bonsoir,X,wa,bounute
bonsoir,X,wa,bonswer
bord,X,de,Rand
bord,X,de,Bord
bord,X,en,edge
bord,X,en,rim
bord,X,bm,da
bord,X,eu,bazter
bord,X,eu,ertz
bord,X,eu,hegi
bord,X,br,erien
bord,X,bg,ръб
bord,X,ca,vora
bord,X,dmr,heˈrinno
bord,X,da,rand
bord,X,es,orilla
bord,X,es,borde
bord,X,eo,rando
bord,X,et,äär
bord,X,fi,reuna
bord,X,fi,ääri
bord,X,fi,laita
bord,X,el,άκρη
bord,X,el,χείλος
bord,X,hu,szél
bord,X,is,kantur
bord,X,it,orlo
bord,X,it,bordo
bord,X,ja,際
bord,X,ja,端
bord,X,ja,縁
bord,X,kk,шет
bord,X,kk,ернеу
bord,X,kk,жиек
bord,X,kk,жаға
bord,X,lv,krasts
bord,X,lv,mala
bord,X,lt,kraštas
bord,X,crg,borr
bord,X,crg,bor
bord,X,nl,rand
bord,X,nl,kant
bord,X,niv,тьыр̌
bord,X,no,kant
bord,X,oc,vòra
bord,X,oc,bòrd
bord,X,oc,rasa
bord,X,oc,riba
bord,X,oc,broa
bord,X,oc,orièira
bord,X,oc,talvèra
bord,X,oc,marge
bord,X,oc,òrle
bord,X,oc,bèrle
bord,X,oc,esponda
bord,X,pcd,bord
bord,X,myp,xapisi
bord,X,pl,kant
bord,X,pl,krawędź
bord,X,pl,rant
bord,X,pl,brzeg
bord,X,pl,granica
bord,X,pl,margines
bord,X,pl,miedza
bord,X,pt,aba
bord,X,pt,margem
bord,X,proto-mônique,*c ̤aɨ̯ŋ
bord,X,ro,margine
bord,X,ru,край
bord,X,ru,грань
bord,X,ru,кромка
bord,X,se,gáddi
bord,X,se,guorra
bord,X,se,ravda
bord,X,sc,órulu
bord,X,sk,hrana
bord,X,sv,rand
bord,X,cs,hrana
bord,X,tr,kıyı
bord,X,tr,kenar
bord,X,de,Rand
bord,X,de,Saum
bord,X,en,brink
bord,X,br,ribl
bord,X,fi,reuna
bord,X,fi,ääri
bord,X,avk,doma
bord,X,crg,bor
bord,X,nl,rand
bord,X,ryu,縁
bord,X,ryu,ふち
bord,X,pdt,Soom
bord,X,pl,granica
bord,X,pl,skraj
bord,X,swb,wango
bord,X,zdj,usi
bord,X,non,barmr
bord,X,non,brún
bordeaux,X,de,bordeaux
bordeaux,X,de,bordeauxrot
bordeaux,X,de,bordeauxfarben
bordeaux,X,en,maroon
bordeaux,X,el,καστανέρυθρος
bordeaux,X,hu,bordóvörös
bordeaux,X,it,bordeaux
bordeaux,X,it,bordò
bordeaux,X,ja,栗色の
bordeaux,X,ru,бордовый
borné,X,de,borniert
borné,X,de,engstirnig
borné,X,de,beschränkt
borné,X,en,narrow-minded
borné,X,da,begrænset
borné,X,da,indskrænket
borné,X,es,testarudo
borné,X,fi,ahdasmielinen
borné,X,fi,kovapäinen
borné,X,gallo,achocr
borné,X,gallo,achoq
borné,X,gallo,achocre
borné,X,nl,gelimiteerd
borné,X,nl,beperkt
borné,X,nl,geborneerd
borné,X,se,gárži
borné,X,cs,omezený
borné,X,cs,omezenecký
borné,X,en,bounded
borné,X,ast,acutadu
borné,X,ca,fitat
borné,X,es,acotado
borné,X,eo,barita
borné,X,gl,limitado
borné,X,avk,ninkekiraf
borné,X,pt,limitado
borné,X,solrésol,rem'ido
bosphore,X,sq,Bosfori
bosphore,X,de,Bosporus
bosphore,X,en,Bosphorus
bosphore,X,en,Bosporus
bosphore,X,ar,البوسفور
bosphore,X,hy,Բոսֆոր
bosphore,X,eu,Bosforo
bosphore,X,bg,Босфор
bosphore,X,ca,Bòsfor
bosphore,X,zh,博斯普鲁斯海峡
bosphore,X,ko,보스포루스 해협
bosphore,X,hr,Bospor
bosphore,X,da,Bosporus
bosphore,X,es,Bósforo
bosphore,X,eo,Bosporo
bosphore,X,et,Bosporus
bosphore,X,fi,Bosporinsalmi
bosphore,X,gl,Bósforo
bosphore,X,ka,ბოსფორი
bosphore,X,el,Βόσπορος
bosphore,X,he,בוספורוס
bosphore,X,hu,Boszporusz
bosphore,X,is,Bosporussund
bosphore,X,it,Bosforo
bosphore,X,ja,ボスフォラス海峡
bosphore,X,lv,Bosfors
bosphore,X,lt,Bosforas
bosphore,X,mk,Босфор
bosphore,X,nl,Bosporus
bosphore,X,no,Bosporos
bosphore,X,pl,Bosfor
bosphore,X,pt,Bósforo
bosphore,X,ro,Bosfor
bosphore,X,ru,Босфор
bosphore,X,sr,Босфор
bosphore,X,sk,Bospor
bosphore,X,sl,Bospor
bosphore,X,sv,Bosporen
bosphore,X,cs,Bospor
bosphore,X,tr,İstanbul Boğazı
bosphore,X,uk,Босфор
bosphore,X,ru,Боспор
bouche,X,aas,osók
bouche,X,kbt,ijɑnɑɑɡenɑnɑ
bouche,X,kbt,ɑɡe
bouche,X,aa,af
bouche,X,af,mond
bouche,X,de,Mund
bouche,X,alt,оос
bouche,X,ems,qaneq
bouche,X,ami,nguyus
bouche,X,en,mouth
bouche,X,ar,فَمٌ
bouche,X,atj,oton
bouche,X,auh,akanwa
bouche,X,awaswas,ueperx
bouche,X,ba,ауыҙ
bouche,X,bm,da
bouche,X,eu,aho
bouche,X,bar,Mund
bouche,X,br,genoù
bouche,X,br,beg
bouche,X,ca,boca
bouche,X,shy,imi
bouche,X,zh,口
bouche,X,zh,口腔
bouche,X,zh,嘴巴
bouche,X,ko,입
bouche,X,kw,ganow
bouche,X,co,bocca
bouche,X,ht,bouch
bouche,X,hr,usta
bouche,X,dmr,ˈwowaro
bouche,X,da,mund
bouche,X,es,boca
bouche,X,eo,buŝo
bouche,X,ddg,oʔo
bouche,X,gag,aaz
bouche,X,gallo,góll
bouche,X,gallo-italique de sicile,buocca
bouche,X,gallo-italique de sicile,buòcca
bouche,X,cy,genau
bouche,X,got,𐌼𐌿𐌽𐌸𐍃
bouche,X,el,στόμα
bouche,X,grc,στόμα
bouche,X,griko,lemò
bouche,X,he,פֶּה
bouche,X,hbo,פֶּה
bouche,X,io,boko
bouche,X,id,mulut
bouche,X,ia,bucca
bouche,X,ikt,qaniq
bouche,X,iu,ᖃᓂᖅ
bouche,X,ik,qaniq
bouche,X,it,bocca
bouche,X,ja,口
bouche,X,kl,qaneq
bouche,X,krc,аууз
bouche,X,kk,ауыз
bouche,X,kvm,ónə̀m
bouche,X,kjh,ахсы
bouche,X,ky,ооз
bouche,X,kog,káxa
bouche,X,avk,gariza
bouche,X,kum,авуз
bouche,X,ldn,óoyo
bouche,X,lo,ປາກ
bouche,X,lep,ᰣᰓᰨᰵ
bouche,X,lep,ᰣᰦᰓᰨᰵ
bouche,X,lv,mute
bouche,X,li,móndj
bouche,X,lorrain,bā
bouche,X,lorrain,botche
bouche,X,ml,വായ
bouche,X,mg,vava
bouche,X,mi,waha
bouche,X,mi,māngai
bouche,X,mrs,pwingin
bouche,X,mas,ɛn-dakɛ́t
bouche,X,crg,boosh
bouche,X,moh,oshakà:ra
bouche,X,mn,ам
bouche,X,mvf,ᠠᠮᠠ
bouche,X,proto-mônique,*paaŋ
bouche,X,mye,ogwana
bouche,X,nl,mond
bouche,X,nej,makaniŋ
bouche,X,ncb,-faaŋ
bouche,X,niv,ави
bouche,X,nog,авыз
bouche,X,normand,bé
bouche,X,normand,goule
bouche,X,no,munn
bouche,X,ngh,kyu
bouche,X,oc,boca
bouche,X,oia,oʔo
bouche,X,uby,čʹʼá
bouche,X,fa,دهان
bouche,X,pcd,bouque
bouche,X,pcd,gamelle
bouche,X,pcd,bouke
bouche,X,pl,usta
bouche,X,pl,buzia
bouche,X,pt,boca
bouche,X,proto-pramique,*paːŋ
bouche,X,ro,gură
bouche,X,ro,buză
bouche,X,ru,рот
bouche,X,ru,уста
bouche,X,smn,njälmi
bouche,X,se,njálbmi
bouche,X,scn,vucca
bouche,X,scn,mucca
bouche,X,scn,ucca
bouche,X,sl,usta
bouche,X,solrésol,d'oremisol
bouche,X,ses,mee
bouche,X,sti,bɔr
bouche,X,sv,mun
bouche,X,ta,வாய்
bouche,X,crh,ağız
bouche,X,tt,авыз
bouche,X,cs,ústa
bouche,X,cv,çăвар
bouche,X,tkq,ágã́
bouche,X,th,ปาก
bouche,X,ti,ኣፍ
bouche,X,tok,uta
bouche,X,tourangeau,goule
bouche,X,tyv,аас
bouche,X,tsolyáni,súmikh
bouche,X,tsolyáni,súmyal
bouche,X,tk,agyz
bouche,X,uge,ghuju
bouche,X,uk,рот
bouche,X,uum,агыз
bouche,X,wa,boke
bouche,X,ybo,maŋgahet
bouche,X,yo,ẹnu
bouche,X,esu,qaneq
bouche,X,kbt,ijɑnɑɑɡenɑnɑ
bouche,X,kbt,ɑɡe
bouche,X,af,mond
bouche,X,de,Mund
bouche,X,nds,Mund
bouche,X,en,mouth
bouche,X,ar,فَمٌ
bouche,X,atj,oton
bouche,X,hr,usta
bouche,X,es,boca
bouche,X,ia,bucca
bouche,X,avk,art
bouche,X,mye,ogwana
bouche,X,nl,mond
bouche,X,no,munn
bouche,X,ngh,kyu
bouche,X,oc,boca
bouche,X,uby,č´ʼá
bouche,X,uby,č´ʼá
bouche,X,pln,mboka
bouche,X,pl,usta
bouche,X,pl,rot
bouche,X,pt,boca
bouche,X,ru,рот
bouche,X,zdj,hanywa
bouche,X,solrésol,d'oremisol
bouche,X,sv,mun
bouche,X,sw,kinywa
bouche,X,ybo,maŋgahet
bouche,X,en,mouth
bouche,X,hr,usta
bouche,X,es,boca
bouche,X,avk,gogestunik
bouche,X,mye,ogwana
bouche,X,nl,mond
bouche,X,sv,mun
bouche,X,de,Mündung
bouche,X,en,mouth
bouche,X,en,rivermouth
bouche,X,ar,فَمٌ
bouche,X,eu,bokale
bouche,X,bar,Mindung
bouche,X,hr,ušće
bouche,X,es,boca
bouche,X,es,desembocadura
bouche,X,it,foce
bouche,X,mi,ngutuawa
bouche,X,nl,monding
bouche,X,nl,riviermond
bouche,X,nl,riviermonding
bouche,X,pt,foz
bouche,X,en,mouth
bouche,X,en,entrance
bouche,X,hr,otvor
bouche,X,hr,ulaz
bouche,X,es,boca
bouche,X,el,στόμιο
bouche,X,it,imboccatura
bouche,X,avk,remak
bouche,X,uk,отвір
bouche,X,af,mond
bouche,X,af,bek
bouche,X,sq,gojë
bouche,X,de,Mündung
bouche,X,de,Maul
bouche,X,de,Schnauze
bouche,X,de,Öffnung
bouche,X,ang,muþ
bouche,X,gcf,bouch
bouche,X,eo,buŝo
bouche,X,fo,munnur
bouche,X,fo,muður
bouche,X,fo,kjaftur
bouche,X,fi,suu
bouche,X,fy,mûle
bouche,X,fy,mûn
bouche,X,fy,útrin
bouche,X,gd,beul
bouche,X,hu,száj
bouche,X,io,boko
bouche,X,is,munnur
bouche,X,la,bucca
bouche,X,la,os
bouche,X,ms,mulut
bouche,X,mg,vava
bouche,X,yua,chi’
bouche,X,mn,ам
bouche,X,nl,bek
bouche,X,nl,snater
bouche,X,pap,boka
bouche,X,pl,wlot
bouche,X,ses,mee
bouche,X,srn,mofo
bouche,X,tl,bibíg
bouche,X,cs,ústa
bouche,X,tr,ağız
bouche,X,zu,umlomo
boucher,X,de,stopfen
boucher,X,de,zustopfen
boucher,X,en,block (the view)
boucher,X,en,plug (a hole)
boucher,X,en,clog (a drain)
boucher,X,en,clog up
boucher,X,br,bontañ
boucher,X,br,bontiñ
boucher,X,br,stankañ
boucher,X,br,stouvañ
boucher,X,br,stouviñ
boucher,X,zh,堵塞
boucher,X,co,tappà
boucher,X,es,taponar
boucher,X,es,tapar
boucher,X,eo,ŝtopi
boucher,X,el,βουλώνω
boucher,X,id,menyumpal
boucher,X,it,tappare
boucher,X,kk,бітеу
boucher,X,avk,aretlá
boucher,X,nl,dichtmaken
boucher,X,nl,toestoppen
boucher,X,pl,zatykać
boucher,X,pl,zatkać
boucher,X,pt,arrolhar
boucher,X,pt,tampar
boucher,X,pt,tapar
boucher,X,pt,obturar
boucher,X,pt,obstruir
boucher,X,ru,заткнуть
boucher,X,se,gokčat
boucher,X,solrésol,relasisol
boucher,X,sv,stoppa till
boucher,X,sv,igenmura
boucher,X,sv,spärra
boucher,X,sv,korka
boucher,X,tr,tıkamak
boucher,X,tr,kapatmak
boucher,X,sv,betala
boucher,X,cbi,daadinu
boucher,X,co,tappassi
boucher,X,es,taponarse
boucher,X,es,taparse
boucher,X,it,tapparsi
boucher,X,avk,riyuwé
boucher,X,de,pfropfen
boucher,X,de,verstopfen
boucher,X,en,clog
boucher,X,en,stop up
boucher,X,en,choke
boucher,X,en,congest
boucher,X,en,fill
boucher,X,en,stuff
boucher,X,en,tamp
boucher,X,en,stop
boucher,X,en,stopper
boucher,X,ca,atapeir
boucher,X,ca,obstruir
boucher,X,ca,sargir
boucher,X,ca,tapar
boucher,X,es,embozar
boucher,X,es,obturar
boucher,X,es,tapar
boucher,X,es,obstruir
boucher,X,es,bloquear
boucher,X,fo,tippa
boucher,X,io,stopar
boucher,X,nl,dichten
boucher,X,nl,stoppen
boucher,X,nl,toestoppen
boucher,X,nl,volstoppen
boucher,X,ses,foŋfoŋ
boue,X,de,Schlamm
boue,X,de,Modder
boue,X,de,Moder
boue,X,angevin,beue
boue,X,en,mud
boue,X,ar,طين
boue,X,ar,طِين
boue,X,ar,حَمَأ
boue,X,awaswas,hilok
boue,X,eu,lohi
boue,X,eu,lokatz
boue,X,eu,istil
boue,X,bar,Dregg
boue,X,bar,Gatsch
boue,X,bgb,remuʼ
boue,X,br,fank
boue,X,ca,fang
boue,X,champenois,borbe
boue,X,champenois,gadouille
boue,X,champenois,gouillasse
boue,X,shy,loḏ̣
boue,X,zh,泥巴
boue,X,da,mudder
boue,X,dhi,bʰonoi
boue,X,es,barro
boue,X,es,lodo
boue,X,es,fango
boue,X,eo,koto
boue,X,eo,ŝlimo
boue,X,fi,lieju
boue,X,fro,boe
boue,X,fro,boue
boue,X,gaulois,baua
boue,X,el,λάσπη
boue,X,grc,ἄσις
boue,X,grc,ἰλύς
boue,X,mww,av nkos
boue,X,hu,sár
boue,X,io,fango
boue,X,id,lumpur
boue,X,it,fango
boue,X,car,akuru
boue,X,kk,балшық
boue,X,ki,ndoro
boue,X,avk,dibla
boue,X,lorrain,baw
boue,X,mg,fotaka
boue,X,mg,antsanga
boue,X,arn,fotra
boue,X,arn,chapad
boue,X,crg,boo
boue,X,skd,jowwok
boue,X,nl,modder
boue,X,normand,boe
boue,X,normand,vatre
boue,X,oc,fanga
boue,X,oc,baldra
boue,X,oc,gaulha
boue,X,oc,bolha
boue,X,oc,hanha
boue,X,oc,gascha
boue,X,oc,saurra
boue,X,oc,fraunha
boue,X,pcd,beue
boue,X,pcd,bérdoulhe
boue,X,pcd,raque(s)
boue,X,myp,bigixihói
boue,X,pl,błoto
boue,X,pt,lama
boue,X,rif,ⴰⴱⴷⴻⵊⴰⵄ
boue,X,rif,abdejaɛ
boue,X,rif,abellaɛ
boue,X,rif,ⴰⴱⴻⵍⵍⴰⵄ
boue,X,ro,namol
boue,X,ro,noroi
boue,X,ro,mâl
boue,X,ro,nămol
boue,X,ru,гвазда
boue,X,se,duolva
boue,X,sg,potopôto
boue,X,wni,ntrontro
boue,X,zdj,ntrontro
boue,X,ssl,pɛpɛra
boue,X,solrésol,reresisol
boue,X,solrésol,r'eresisol
boue,X,ses,batakara
boue,X,sv,lera
boue,X,cs,bláto
boue,X,ti,chika
boue,X,tourangeau,bornille
boue,X,tr,çamur
boue,X,tr,balçık
boue,X,wa,broû
boue,X,wa,berdouye
boue,X,yoi,泥
boue,X,yoi,どぅる
bouge,X,it,stamberga
bouge,X,it,catapecchia
bouge,X,nl,krot
bouge,X,fa,دخمه
bouge,X,fa,دخمه
bouge,X,pcd,caÿon
bouge,X,pcd,pinacq
bouge,X,de,Spelunke
bouge,X,es,cafetucho
bouge,X,it,bettola
bouge,X,nl,knijp
bouge,X,nl,bruine kroeg
bouge,X,fa,کافه بار
bouge,X,pcd,bouzin
bouge,X,cs,špeluňka
bouge,X,nl,plee
bouge,X,nl,ronding
bouge,X,en,camber
bouge,X,nl,dekrondte
bouge,X,nl,buik van de ton
bouge,X,it,bolgia
boulangerie,X,de,Bäckerei
boulangerie,X,de,Backstube
boulangerie,X,en,bakery
boulangerie,X,ar,مخبزة
boulangerie,X,eu,okindegi
boulangerie,X,eu,ogitegi
boulangerie,X,be,булочная
boulangerie,X,brabançon,bakkeraa
boulangerie,X,br,baraerezh
boulangerie,X,ca,fleca
boulangerie,X,ca,forn
boulangerie,X,co,panatteria
boulangerie,X,hr,pekarnica
boulangerie,X,da,bageri
boulangerie,X,da,bager
boulangerie,X,es,panadería
boulangerie,X,es,panificadora
boulangerie,X,eo,panejo
boulangerie,X,fi,leipomo
boulangerie,X,gl,panadaría
boulangerie,X,gl,panadería
boulangerie,X,el,αρτοπωλείο
boulangerie,X,grc,ἀρτοπώλιον
boulangerie,X,is,bakarí
boulangerie,X,it,panetteria
boulangerie,X,ja,パン屋
boulangerie,X,lv,maiznīca
boulangerie,X,cmn,面包店
boulangerie,X,nl,bakkerij
boulangerie,X,nl,bakkerswinkel
boulangerie,X,no,bakeri
boulangerie,X,oc,pastaria
boulangerie,X,oc,pastiera
boulangerie,X,oc,fornariá
boulangerie,X,pap,panaderia
boulangerie,X,pl,piekarnia
boulangerie,X,pt,padaria
boulangerie,X,ru,булочная
boulangerie,X,se,láibbohat
boulangerie,X,sk,pekáreň
boulangerie,X,srn,bakr’oso
boulangerie,X,sv,bageri
boulangerie,X,cs,pekárna
boulangerie,X,cs,pekařství
boulangerie,X,wa,boledjreye
boulangerie,X,zu,ibhikawosi
boulangère,X,de,Bäckerin
boulangère,X,en,baker
boulangère,X,en,bakeress
boulangère,X,eu,okin
boulangère,X,br,baraerez
boulangère,X,br,bouloñjerez
boulangère,X,br,fornierez
boulangère,X,br,poberez
boulangère,X,bg,фурнаджийка
boulangère,X,ca,fornera
boulangère,X,ca,flequera
boulangère,X,hr,pekarica
boulangère,X,es,panadera
boulangère,X,es,tortillera
boulangère,X,eo,panistino
boulangère,X,el,αρτοπώλισσα
boulangère,X,el,φουρνάρισσα
boulangère,X,grc,ἀρτόπωλις
boulangère,X,it,panettiera
boulangère,X,it,fornarina
boulangère,X,ja,パン屋
boulangère,X,la,pistrix
boulangère,X,la,panifica
boulangère,X,nl,bakster
boulangère,X,oc,fornièra
boulangère,X,oc,fornièira
boulangère,X,oc,panissèra
boulangère,X,pt,padeira
boulangère,X,ro,brutăreasă
boulangère,X,ro,franzelăreasă
boulangère,X,ro,jimblăreasă
boulangère,X,sv,bagerska
boulangère,X,cs,pekařka
boulangère,X,wa,boledjresse
boulangère,X,de,Bäckerin
boulangère,X,en,baker
boulangère,X,en,bakeress
boulangère,X,eu,okin
boulangère,X,ca,fornera
boulangère,X,ca,flequera
